geo_id,geography,Population,geography_income,median_income,geography_poverty,Poverty,Below poverty level,Below poverty level - Male,Below poverty level - Female,At or above poverty level,At or above poverty level - Male,At or above poverty level - Female,geography_housing,Housing units,geography_owner_renter,Owner:renter occupancy,Owner occupied,Renter occupied,geography_vehicles,Vehicles available,Owner occupied_vehicles,Owner occupied - No vehicles available,Owner occupied - 1 vehicle available,Renter occupied_vehicles,Renter occupied - No vehicles available,Renter occupied - 1 vehicle available,geography_households,Population_households,Family households,Married-couple family households,Other family households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households,Householder living alone,Householder not living alone
1400000US12095014000,Census Tract 140; Orange County; Florida,6420,Census Tract 140; Orange County; Florida,115417.0,Census Tract 140; Orange County; Florida,6420,446,127,319,5974,3064,2910,Census Tract 140; Orange County; Florida,2792,Census Tract 140; Orange County; Florida,2710,2367,343,Census Tract 140; Orange County; Florida,2710,2367,14,846,343,0,264,Census Tract 140; Orange County; Florida,2710,1994,1467,527,116,411,716,608,108
1400000US12095014100,Census Tract 141; Orange County; Florida,6153,Census Tract 141; Orange County; Florida,88675.0,Census Tract 141; Orange County; Florida,6136,620,378,242,5516,2734,2782,Census Tract 141; Orange County; Florida,2591,Census Tract 141; Orange County; Florida,2553,2192,361,Census Tract 141; Orange County; Florida,2553,2192,196,502,361,61,156,Census Tract 141; Orange County; Florida,2553,1533,1268,265,38,227,1020,859,161
1400000US12095014201,Census Tract 142.01; Orange County; Florida,6711,Census Tract 142.01; Orange County; Florida,69934.0,Census Tract 142.01; Orange County; Florida,6711,820,424,396,5891,3014,2877,Census Tract 142.01; Orange County; Florida,2051,Census Tract 142.01; Orange County; Florida,1960,1223,737,Census Tract 142.01; Orange County; Florida,1960,1223,17,231,737,56,235,Census Tract 142.01; Orange County; Florida,1960,1393,792,601,176,425,567,370,197
1400000US12095014202,Census Tract 142.02; Orange County; Florida,4580,Census Tract 142.02; Orange County; Florida,50000.0,Census Tract 142.02; Orange County; Florida,4580,644,163,481,3936,1942,1994,Census Tract 142.02; Orange County; Florida,1747,Census Tract 142.02; Orange County; Florida,1608,670,938,Census Tract 142.02; Orange County; Florida,1608,670,0,240,938,47,446,Census Tract 142.02; Orange County; Florida,1608,1146,545,601,157,444,462,360,102
1400000US12095014301,Census Tract 143.01; Orange County; Florida,4063,Census Tract 143.01; Orange County; Florida,67827.0,Census Tract 143.01; Orange County; Florida,4063,593,330,263,3470,1627,1843,Census Tract 143.01; Orange County; Florida,1875,Census Tract 143.01; Orange County; Florida,1587,1114,473,Census Tract 143.01; Orange County; Florida,1587,1114,25,303,473,14,315,Census Tract 143.01; Orange County; Florida,1587,887,626,261,67,194,700,422,278
1400000US12095014302,Census Tract 143.02; Orange County; Florida,5839,Census Tract 143.02; Orange County; Florida,50240.0,Census Tract 143.02; Orange County; Florida,5804,1554,631,923,4250,2585,1665,Census Tract 143.02; Orange County; Florida,1909,Census Tract 143.02; Orange County; Florida,1524,586,938,Census Tract 143.02; Orange County; Florida,1524,586,0,228,938,215,340,Census Tract 143.02; Orange County; Florida,1524,1263,544,719,223,496,261,169,92
1400000US12095014400,Census Tract 144; Orange County; Florida,3037,Census Tract 144; Orange County; Florida,89521.0,Census Tract 144; Orange County; Florida,2666,194,100,94,2472,1414,1058,Census Tract 144; Orange County; Florida,1458,Census Tract 144; Orange County; Florida,1222,993,229,Census Tract 144; Orange County; Florida,1222,993,10,175,229,95,95,Census Tract 144; Orange County; Florida,1222,742,563,179,100,79,480,356,124
1400000US12095014502,Census Tract 145.02; Orange County; Florida,5413,Census Tract 145.02; Orange County; Florida,41172.0,Census Tract 145.02; Orange County; Florida,5393,1667,715,952,3726,1608,2118,Census Tract 145.02; Orange County; Florida,2678,Census Tract 145.02; Orange County; Florida,2063,385,1678,Census Tract 145.02; Orange County; Florida,2063,385,52,269,1678,621,858,Census Tract 145.02; Orange County; Florida,2063,987,458,529,152,377,1076,921,155
1400000US12095014503,Census Tract 145.03; Orange County; Florida,5395,Census Tract 145.03; Orange County; Florida,28851.0,Census Tract 145.03; Orange County; Florida,2745,589,199,390,2156,1155,1001,Census Tract 145.03; Orange County; Florida,2234,Census Tract 145.03; Orange County; Florida,1744,705,1039,Census Tract 145.03; Orange County; Florida,1744,705,11,339,1039,470,334,Census Tract 145.03; Orange County; Florida,1744,498,204,294,86,208,1246,1218,28
1400000US12095014504,Census Tract 145.04; Orange County; Florida,6641,Census Tract 145.04; Orange County; Florida,58843.0,Census Tract 145.04; Orange County; Florida,6615,1472,625,847,5143,2578,2565,Census Tract 145.04; Orange County; Florida,3730,Census Tract 145.04; Orange County; Florida,2862,344,2518,Census Tract 145.04; Orange County; Florida,2862,344,20,184,2518,9,1119,Census Tract 145.04; Orange County; Florida,2862,1538,911,627,166,461,1324,912,412
1400000US12095014601,Census Tract 146.01; Orange County; Florida,7662,Census Tract 146.01; Orange County; Florida,40798.0,Census Tract 146.01; Orange County; Florida,7662,1899,787,1112,5763,2607,3156,Census Tract 146.01; Orange County; Florida,2945,Census Tract 146.01; Orange County; Florida,2527,825,1702,Census Tract 146.01; Orange County; Florida,2527,825,93,450,1702,273,996,Census Tract 146.01; Orange County; Florida,2527,1815,720,1095,232,863,712,682,30
1400000US12095014605,Census Tract 146.05; Orange County; Florida,3892,Census Tract 146.05; Orange County; Florida,53272.0,Census Tract 146.05; Orange County; Florida,3892,512,174,338,3380,1681,1699,Census Tract 146.05; Orange County; Florida,1622,Census Tract 146.05; Orange County; Florida,1201,845,356,Census Tract 146.05; Orange County; Florida,1201,845,44,327,356,59,72,Census Tract 146.05; Orange County; Florida,1201,916,362,554,99,455,285,222,63
1400000US12095014606,Census Tract 146.06; Orange County; Florida,9778,Census Tract 146.06; Orange County; Florida,59118.0,Census Tract 146.06; Orange County; Florida,9638,2100,902,1198,7538,4063,3475,Census Tract 146.06; Orange County; Florida,3822,Census Tract 146.06; Orange County; Florida,3296,405,2891,Census Tract 146.06; Orange County; Florida,3296,405,56,205,2891,169,1571,Census Tract 146.06; Orange County; Florida,3296,2501,1085,1416,431,985,795,676,119
1400000US12095014607,Census Tract 146.07; Orange County; Florida,6061,Census Tract 146.07; Orange County; Florida,55642.0,Census Tract 146.07; Orange County; Florida,6061,520,255,265,5541,2706,2835,Census Tract 146.07; Orange County; Florida,3638,Census Tract 146.07; Orange County; Florida,2823,915,1908,Census Tract 146.07; Orange County; Florida,2823,915,0,348,1908,226,1246,Census Tract 146.07; Orange County; Florida,2823,1488,753,735,184,551,1335,1003,332
1400000US12095014608,Census Tract 146.08; Orange County; Florida,4835,Census Tract 146.08; Orange County; Florida,43313.0,Census Tract 146.08; Orange County; Florida,4835,1211,698,513,3624,1726,1898,Census Tract 146.08; Orange County; Florida,2086,Census Tract 146.08; Orange County; Florida,1719,730,989,Census Tract 146.08; Orange County; Florida,1719,730,192,204,989,128,538,Census Tract 146.08; Orange County; Florida,1719,1149,643,506,161,345,570,384,186
1400000US12095014609,Census Tract 146.09; Orange County; Florida,5940,Census Tract 146.09; Orange County; Florida,61110.0,Census Tract 146.09; Orange County; Florida,5911,563,246,317,5348,2883,2465,Census Tract 146.09; Orange County; Florida,2547,Census Tract 146.09; Orange County; Florida,1933,337,1596,Census Tract 146.09; Orange County; Florida,1933,337,65,70,1596,64,758,Census Tract 146.09; Orange County; Florida,1933,1153,704,449,37,412,780,526,254
1400000US12095014701,Census Tract 147.01; Orange County; Florida,5271,Census Tract 147.01; Orange County; Florida,46727.0,Census Tract 147.01; Orange County; Florida,5231,744,320,424,4487,2369,2118,Census Tract 147.01; Orange County; Florida,2189,Census Tract 147.01; Orange County; Florida,1922,1036,886,Census Tract 147.01; Orange County; Florida,1922,1036,8,327,886,84,526,Census Tract 147.01; Orange County; Florida,1922,1191,688,503,67,436,731,636,95
1400000US12095014702,Census Tract 147.02; Orange County; Florida,5960,Census Tract 147.02; Orange County; Florida,51444.0,Census Tract 147.02; Orange County; Florida,5901,965,229,736,4936,2131,2805,Census Tract 147.02; Orange County; Florida,2818,Census Tract 147.02; Orange County; Florida,2467,942,1525,Census Tract 147.02; Orange County; Florida,2467,942,0,469,1525,50,746,Census Tract 147.02; Orange County; Florida,2467,1281,860,421,39,382,1186,940,246
1400000US12095014703,Census Tract 147.03; Orange County; Florida,2148,Census Tract 147.03; Orange County; Florida,61296.0,Census Tract 147.03; Orange County; Florida,2148,252,155,97,1896,939,957,Census Tract 147.03; Orange County; Florida,1122,Census Tract 147.03; Orange County; Florida,916,209,707,Census Tract 147.03; Orange County; Florida,916,209,0,113,707,3,458,Census Tract 147.03; Orange County; Florida,916,619,324,295,65,230,297,255,42
1400000US12095014705,Census Tract 147.05; Orange County; Florida,9194,Census Tract 147.05; Orange County; Florida,71857.0,Census Tract 147.05; Orange County; Florida,9159,1105,606,499,8054,3752,4302,Census Tract 147.05; Orange County; Florida,3665,Census Tract 147.05; Orange County; Florida,3316,973,2343,Census Tract 147.05; Orange County; Florida,3316,973,0,683,2343,307,945,Census Tract 147.05; Orange County; Florida,3316,2044,1268,776,340,436,1272,723,549
1400000US12095014706,Census Tract 147.06; Orange County; Florida,5879,Census Tract 147.06; Orange County; Florida,78204.0,Census Tract 147.06; Orange County; Florida,5879,1351,723,628,4528,1960,2568,Census Tract 147.06; Orange County; Florida,2766,Census Tract 147.06; Orange County; Florida,2600,70,2530,Census Tract 147.06; Orange County; Florida,2600,70,0,14,2530,173,1390,Census Tract 147.06; Orange County; Florida,2600,1289,973,316,150,166,1311,902,409
1400000US12095014804,Census Tract 148.04; Orange County; Florida,5666,Census Tract 148.04; Orange County; Florida,55103.0,Census Tract 148.04; Orange County; Florida,5583,467,288,179,5116,2517,2599,Census Tract 148.04; Orange County; Florida,2256,Census Tract 148.04; Orange County; Florida,2109,880,1229,Census Tract 148.04; Orange County; Florida,2109,880,0,203,1229,311,542,Census Tract 148.04; Orange County; Florida,2109,1471,1198,273,81,192,638,593,45
1400000US12095014805,Census Tract 148.05; Orange County; Florida,6198,Census Tract 148.05; Orange County; Florida,70844.0,Census Tract 148.05; Orange County; Florida,6197,1350,267,1083,4847,2563,2284,Census Tract 148.05; Orange County; Florida,2307,Census Tract 148.05; Orange County; Florida,2135,881,1254,Census Tract 148.05; Orange County; Florida,2135,881,2,279,1254,226,621,Census Tract 148.05; Orange County; Florida,2135,1342,768,574,115,459,793,638,155
1400000US12095014806,Census Tract 148.06; Orange County; Florida,4852,Census Tract 148.06; Orange County; Florida,110385.0,Census Tract 148.06; Orange County; Florida,4852,262,149,113,4590,2140,2450,Census Tract 148.06; Orange County; Florida,1821,Census Tract 148.06; Orange County; Florida,1748,1320,428,Census Tract 148.06; Orange County; Florida,1748,1320,7,268,428,0,91,Census Tract 148.06; Orange County; Florida,1748,1314,961,353,94,259,434,403,31
1400000US12095014807,Census Tract 148.07; Orange County; Florida,8111,Census Tract 148.07; Orange County; Florida,75208.0,Census Tract 148.07; Orange County; Florida,8059,1057,435,622,7002,3251,3751,Census Tract 148.07; Orange County; Florida,2914,Census Tract 148.07; Orange County; Florida,2867,1866,1001,Census Tract 148.07; Orange County; Florida,2867,1866,31,385,1001,0,489,Census Tract 148.07; Orange County; Florida,2867,2139,1456,683,70,613,728,499,229
1400000US12095014809,Census Tract 148.09; Orange County; Florida,2934,Census Tract 148.09; Orange County; Florida,157361.0,Census Tract 148.09; Orange County; Florida,2924,30,12,18,2894,1520,1374,Census Tract 148.09; Orange County; Florida,1413,Census Tract 148.09; Orange County; Florida,1261,1202,59,Census Tract 148.09; Orange County; Florida,1261,1202,34,222,59,0,23,Census Tract 148.09; Orange County; Florida,1261,926,861,65,24,41,335,299,36
1400000US12095014810,Census Tract 148.10; Orange County; Florida,6599,Census Tract 148.10; Orange County; Florida,107280.0,Census Tract 148.10; Orange County; Florida,6531,175,133,42,6356,3195,3161,Census Tract 148.10; Orange County; Florida,2129,Census Tract 148.10; Orange County; Florida,2027,1536,491,Census Tract 148.10; Orange County; Florida,2027,1536,0,135,491,11,122,Census Tract 148.10; Orange County; Florida,2027,1716,1482,234,113,121,311,255,56
1400000US12095014811,Census Tract 148.11; Orange County; Florida,4514,Census Tract 148.11; Orange County; Florida,114858.0,Census Tract 148.11; Orange County; Florida,4514,299,124,175,4215,2158,2057,Census Tract 148.11; Orange County; Florida,2143,Census Tract 148.11; Orange County; Florida,1933,1843,90,Census Tract 148.11; Orange County; Florida,1933,1843,32,631,90,0,19,Census Tract 148.11; Orange County; Florida,1933,1271,1091,180,60,120,662,521,141
1400000US12095014812,Census Tract 148.12; Orange County; Florida,6596,Census Tract 148.12; Orange County; Florida,60578.0,Census Tract 148.12; Orange County; Florida,6596,1754,713,1041,4842,2728,2114,Census Tract 148.12; Orange County; Florida,2855,Census Tract 148.12; Orange County; Florida,2477,839,1638,Census Tract 148.12; Orange County; Florida,2477,839,64,195,1638,55,936,Census Tract 148.12; Orange County; Florida,2477,1607,1218,389,124,265,870,616,254
1400000US12095014813,Census Tract 148.13; Orange County; Florida,4422,Census Tract 148.13; Orange County; Florida,99699.0,Census Tract 148.13; Orange County; Florida,4276,814,385,429,3462,1546,1916,Census Tract 148.13; Orange County; Florida,2620,Census Tract 148.13; Orange County; Florida,2025,1087,938,Census Tract 148.13; Orange County; Florida,2025,1087,54,430,938,43,516,Census Tract 148.13; Orange County; Florida,2025,1010,721,289,78,211,1015,828,187
1400000US12095014814,Census Tract 148.14; Orange County; Florida,6131,Census Tract 148.14; Orange County; Florida,124385.0,Census Tract 148.14; Orange County; Florida,6131,216,59,157,5915,3248,2667,Census Tract 148.14; Orange County; Florida,2261,Census Tract 148.14; Orange County; Florida,2079,1460,619,Census Tract 148.14; Orange County; Florida,2079,1460,9,205,619,15,233,Census Tract 148.14; Orange County; Florida,2079,1685,1450,235,92,143,394,272,122
1400000US12095014815,Census Tract 148.15; Orange County; Florida,5533,Census Tract 148.15; Orange County; Florida,198920.0,Census Tract 148.15; Orange County; Florida,5533,61,11,50,5472,2395,3077,Census Tract 148.15; Orange County; Florida,1742,Census Tract 148.15; Orange County; Florida,1705,1650,55,Census Tract 148.15; Orange County; Florida,1705,1650,75,214,55,0,9,Census Tract 148.15; Orange County; Florida,1705,1583,1344,239,99,140,122,104,18
1400000US12095014904,Census Tract 149.04; Orange County; Florida,7574,Census Tract 149.04; Orange County; Florida,54259.0,Census Tract 149.04; Orange County; Florida,7574,1539,605,934,6035,2421,3614,Census Tract 149.04; Orange County; Florida,2617,Census Tract 149.04; Orange County; Florida,2466,303,2163,Census Tract 149.04; Orange County; Florida,2466,303,0,128,2163,301,1107,Census Tract 149.04; Orange County; Florida,2466,1800,785,1015,313,702,666,591,75
1400000US12095014906,Census Tract 149.06; Orange County; Florida,6888,Census Tract 149.06; Orange County; Florida,69464.0,Census Tract 149.06; Orange County; Florida,6587,1022,509,513,5565,2679,2886,Census Tract 149.06; Orange County; Florida,2375,Census Tract 149.06; Orange County; Florida,2368,1786,582,Census Tract 149.06; Orange County; Florida,2368,1786,28,520,582,50,203,Census Tract 149.06; Orange County; Florida,2368,1687,1428,259,22,237,681,396,285
1400000US12095014908,Census Tract 149.08; Orange County; Florida,7611,Census Tract 149.08; Orange County; Florida,44641.0,Census Tract 149.08; Orange County; Florida,7526,1116,167,949,6410,3333,3077,Census Tract 149.08; Orange County; Florida,2279,Census Tract 149.08; Orange County; Florida,2197,1654,543,Census Tract 149.08; Orange County; Florida,2197,1654,194,391,543,82,145,Census Tract 149.08; Orange County; Florida,2197,1579,865,714,91,623,618,517,101
1400000US12095014909,Census Tract 149.09; Orange County; Florida,3742,Census Tract 149.09; Orange County; Florida,98203.0,Census Tract 149.09; Orange County; Florida,3681,345,150,195,3336,1660,1676,Census Tract 149.09; Orange County; Florida,1011,Census Tract 149.09; Orange County; Florida,995,899,96,Census Tract 149.09; Orange County; Florida,995,899,37,205,96,0,24,Census Tract 149.09; Orange County; Florida,995,802,545,257,54,203,193,153,40
1400000US12095015001,Census Tract 150.01; Orange County; Florida,1950,Census Tract 150.01; Orange County; Florida,92963.0,Census Tract 150.01; Orange County; Florida,1950,368,205,163,1582,903,679,Census Tract 150.01; Orange County; Florida,474,Census Tract 150.01; Orange County; Florida,446,280,166,Census Tract 150.01; Orange County; Florida,446,280,0,50,166,85,32,Census Tract 150.01; Orange County; Florida,446,393,229,164,86,78,53,38,15
1400000US12095015002,Census Tract 150.02; Orange County; Florida,6758,Census Tract 150.02; Orange County; Florida,101250.0,Census Tract 150.02; Orange County; Florida,6758,1043,519,524,5715,2838,2877,Census Tract 150.02; Orange County; Florida,2284,Census Tract 150.02; Orange County; Florida,2060,1758,302,Census Tract 150.02; Orange County; Florida,2060,1758,64,398,302,37,130,Census Tract 150.02; Orange County; Florida,2060,1588,1081,507,173,334,472,288,184
1400000US12095015003,Census Tract 150.03; Orange County; Florida,7374,Census Tract 150.03; Orange County; Florida,87956.0,Census Tract 150.03; Orange County; Florida,7211,1193,647,546,6018,3555,2463,Census Tract 150.03; Orange County; Florida,2088,Census Tract 150.03; Orange County; Florida,2063,1370,693,Census Tract 150.03; Orange County; Florida,2063,1370,17,376,693,0,368,Census Tract 150.03; Orange County; Florida,2063,1695,1067,628,421,207,368,200,168
1400000US12095015005,Census Tract 150.05; Orange County; Florida,3155,Census Tract 150.05; Orange County; Florida,88556.0,Census Tract 150.05; Orange County; Florida,3121,60,35,25,3061,1434,1627,Census Tract 150.05; Orange County; Florida,1162,Census Tract 150.05; Orange County; Florida,1153,1014,139,Census Tract 150.05; Orange County; Florida,1153,1014,46,242,139,12,28,Census Tract 150.05; Orange County; Florida,1153,885,739,146,34,112,268,141,127
1400000US12095015006,Census Tract 150.06; Orange County; Florida,4822,Census Tract 150.06; Orange County; Florida,104531.0,Census Tract 150.06; Orange County; Florida,4822,271,98,173,4551,2206,2345,Census Tract 150.06; Orange County; Florida,1575,Census Tract 150.06; Orange County; Florida,1575,1325,250,Census Tract 150.06; Orange County; Florida,1575,1325,13,258,250,0,56,Census Tract 150.06; Orange County; Florida,1575,1253,983,270,77,193,322,262,60
1400000US12095015103,Census Tract 151.03; Orange County; Florida,6971,Census Tract 151.03; Orange County; Florida,81914.0,Census Tract 151.03; Orange County; Florida,6971,570,247,323,6401,3068,3333,Census Tract 151.03; Orange County; Florida,3041,Census Tract 151.03; Orange County; Florida,2700,1774,926,Census Tract 151.03; Orange County; Florida,2700,1774,81,310,926,205,367,Census Tract 151.03; Orange County; Florida,2700,1873,1324,549,127,422,827,685,142
1400000US12095015104,Census Tract 151.04; Orange County; Florida,6110,Census Tract 151.04; Orange County; Florida,63327.0,Census Tract 151.04; Orange County; Florida,6092,1576,557,1019,4516,1949,2567,Census Tract 151.04; Orange County; Florida,2110,Census Tract 151.04; Orange County; Florida,1957,1333,624,Census Tract 151.04; Orange County; Florida,1957,1333,100,524,624,91,295,Census Tract 151.04; Orange County; Florida,1957,1314,632,682,166,516,643,564,79
1400000US12095015105,Census Tract 151.05; Orange County; Florida,4435,Census Tract 151.05; Orange County; Florida,79554.0,Census Tract 151.05; Orange County; Florida,4435,579,308,271,3856,1733,2123,Census Tract 151.05; Orange County; Florida,1360,Census Tract 151.05; Orange County; Florida,1331,1000,331,Census Tract 151.05; Orange County; Florida,1331,1000,10,183,331,76,76,Census Tract 151.05; Orange County; Florida,1331,1073,847,226,75,151,258,124,134
1400000US12095015106,Census Tract 151.06; Orange County; Florida,7559,Census Tract 151.06; Orange County; Florida,52993.0,Census Tract 151.06; Orange County; Florida,7557,1095,645,450,6462,3480,2982,Census Tract 151.06; Orange County; Florida,2641,Census Tract 151.06; Orange County; Florida,2348,1715,633,Census Tract 151.06; Orange County; Florida,2348,1715,0,592,633,69,394,Census Tract 151.06; Orange County; Florida,2348,1893,1137,756,86,670,455,408,47
1400000US12095015202,Census Tract 152.02; Orange County; Florida,6887,Census Tract 152.02; Orange County; Florida,43610.0,Census Tract 152.02; Orange County; Florida,6801,1188,585,603,5613,2375,3238,Census Tract 152.02; Orange County; Florida,2589,Census Tract 152.02; Orange County; Florida,2357,865,1492,Census Tract 152.02; Orange County; Florida,2357,865,22,233,1492,260,841,Census Tract 152.02; Orange County; Florida,2357,1477,741,736,87,649,880,731,149
1400000US12095015203,Census Tract 152.03; Orange County; Florida,2897,Census Tract 152.03; Orange County; Florida,71638.0,Census Tract 152.03; Orange County; Florida,2897,311,156,155,2586,1112,1474,Census Tract 152.03; Orange County; Florida,1725,Census Tract 152.03; Orange County; Florida,1526,165,1361,Census Tract 152.03; Orange County; Florida,1526,165,12,87,1361,14,738,Census Tract 152.03; Orange County; Florida,1526,649,411,238,58,180,877,600,277
1400000US12095015204,Census Tract 152.04; Orange County; Florida,5986,Census Tract 152.04; Orange County; Florida,70784.0,Census Tract 152.04; Orange County; Florida,5914,1059,381,678,4855,2415,2440,Census Tract 152.04; Orange County; Florida,2920,Census Tract 152.04; Orange County; Florida,2630,897,1733,Census Tract 152.04; Orange County; Florida,2630,897,12,385,1733,85,711,Census Tract 152.04; Orange County; Florida,2630,1151,698,453,49,404,1479,927,552
1400000US12095015300,Census Tract 153; Orange County; Florida,3678,Census Tract 153; Orange County; Florida,98359.0,Census Tract 153; Orange County; Florida,3457,266,102,164,3191,1572,1619,Census Tract 153; Orange County; Florida,1812,Census Tract 153; Orange County; Florida,1584,1180,404,Census Tract 153; Orange County; Florida,1584,1180,5,415,404,35,272,Census Tract 153; Orange County; Florida,1584,808,604,204,46,158,776,627,149
1400000US12095015501,Census Tract 155.01; Orange County; Florida,6127,Census Tract 155.01; Orange County; Florida,96404.0,Census Tract 155.01; Orange County; Florida,6045,505,295,210,5540,2764,2776,Census Tract 155.01; Orange County; Florida,3563,Census Tract 155.01; Orange County; Florida,2970,1325,1645,Census Tract 155.01; Orange County; Florida,2970,1325,0,456,1645,69,791,Census Tract 155.01; Orange County; Florida,2970,1594,1262,332,10,322,1376,996,380
1400000US12095015601,Census Tract 156.01; Orange County; Florida,2481,Census Tract 156.01; Orange County; Florida,123625.0,Census Tract 156.01; Orange County; Florida,2481,70,39,31,2411,1214,1197,Census Tract 156.01; Orange County; Florida,1059,Census Tract 156.01; Orange County; Florida,1059,741,318,Census Tract 156.01; Orange County; Florida,1059,741,0,87,318,38,212,Census Tract 156.01; Orange County; Florida,1059,726,646,80,11,69,333,265,68
1400000US12095015602,Census Tract 156.02; Orange County; Florida,2073,Census Tract 156.02; Orange County; Florida,198409.0,Census Tract 156.02; Orange County; Florida,2073,62,29,33,2011,983,1028,Census Tract 156.02; Orange County; Florida,753,Census Tract 156.02; Orange County; Florida,714,685,29,Census Tract 156.02; Orange County; Florida,714,685,0,91,29,0,16,Census Tract 156.02; Orange County; Florida,714,591,544,47,8,39,123,81,42
1400000US12095015701,Census Tract 157.01; Orange County; Florida,2211,Census Tract 157.01; Orange County; Florida,129167.0,Census Tract 157.01; Orange County; Florida,2194,174,143,31,2020,972,1048,Census Tract 157.01; Orange County; Florida,1065,Census Tract 157.01; Orange County; Florida,1006,690,316,Census Tract 157.01; Orange County; Florida,1006,690,8,283,316,9,151,Census Tract 157.01; Orange County; Florida,1006,510,402,108,78,30,496,386,110
1400000US12095015702,Census Tract 157.02; Orange County; Florida,1520,Census Tract 157.02; Orange County; Florida,151875.0,Census Tract 157.02; Orange County; Florida,1520,57,22,35,1463,715,748,Census Tract 157.02; Orange County; Florida,676,Census Tract 157.02; Orange County; Florida,605,506,99,Census Tract 157.02; Orange County; Florida,605,506,12,206,99,5,34,Census Tract 157.02; Orange County; Florida,605,417,341,76,36,40,188,149,39
1400000US12095015801,Census Tract 158.01; Orange County; Florida,1876,Census Tract 158.01; Orange County; Florida,237446.0,Census Tract 158.01; Orange County; Florida,1842,11,2,9,1831,813,1018,Census Tract 158.01; Orange County; Florida,710,Census Tract 158.01; Orange County; Florida,665,642,23,Census Tract 158.01; Orange County; Florida,665,642,9,82,23,0,13,Census Tract 158.01; Orange County; Florida,665,526,488,38,26,12,139,116,23
1400000US12095015802,Census Tract 158.02; Orange County; Florida,2822,Census Tract 158.02; Orange County; Florida,205455.0,Census Tract 158.02; Orange County; Florida,2822,78,30,48,2744,1474,1270,Census Tract 158.02; Orange County; Florida,1027,Census Tract 158.02; Orange County; Florida,1004,965,39,Census Tract 158.02; Orange County; Florida,1004,965,6,192,39,0,31,Census Tract 158.02; Orange County; Florida,1004,807,693,114,47,67,197,140,57
1400000US12095015901,Census Tract 159.01; Orange County; Florida,2460,Census Tract 159.01; Orange County; Florida,64291.0,Census Tract 159.01; Orange County; Florida,2419,552,89,463,1867,746,1121,Census Tract 159.01; Orange County; Florida,1488,Census Tract 159.01; Orange County; Florida,1345,465,880,Census Tract 159.01; Orange County; Florida,1345,465,25,137,880,299,411,Census Tract 159.01; Orange County; Florida,1345,344,223,121,23,98,1001,773,228
1400000US12095016001,Census Tract 160.01; Orange County; Florida,2583,Census Tract 160.01; Orange County; Florida,77596.0,Census Tract 160.01; Orange County; Florida,1034,101,48,53,933,421,512,Census Tract 160.01; Orange County; Florida,707,Census Tract 160.01; Orange County; Florida,641,471,170,Census Tract 160.01; Orange County; Florida,641,471,25,215,170,20,101,Census Tract 160.01; Orange County; Florida,641,296,272,24,0,24,345,292,53
1400000US12095016002,Census Tract 160.02; Orange County; Florida,2510,Census Tract 160.02; Orange County; Florida,199853.0,Census Tract 160.02; Orange County; Florida,2510,120,87,33,2390,1126,1264,Census Tract 160.02; Orange County; Florida,1135,Census Tract 160.02; Orange County; Florida,994,968,26,Census Tract 160.02; Orange County; Florida,994,968,11,145,26,0,0,Census Tract 160.02; Orange County; Florida,994,765,638,127,12,115,229,153,76
1400000US12095016100,Census Tract 161; Orange County; Florida,5035,Census Tract 161; Orange County; Florida,133438.0,Census Tract 161; Orange County; Florida,4816,536,91,445,4280,2280,2000,Census Tract 161; Orange County; Florida,2280,Census Tract 161; Orange County; Florida,2086,1551,535,Census Tract 161; Orange County; Florida,2086,1551,41,467,535,53,342,Census Tract 161; Orange County; Florida,2086,1181,1069,112,45,67,905,689,216
1400000US12095016200,Census Tract 162; Orange County; Florida,6862,Census Tract 162; Orange County; Florida,81066.0,Census Tract 162; Orange County; Florida,6724,1023,454,569,5701,2799,2902,Census Tract 162; Orange County; Florida,3206,Census Tract 162; Orange County; Florida,2997,1815,1182,Census Tract 162; Orange County; Florida,2997,1815,38,648,1182,133,703,Census Tract 162; Orange County; Florida,2997,1479,1296,183,37,146,1518,1126,392
1400000US12095016301,Census Tract 163.01; Orange County; Florida,5487,Census Tract 163.01; Orange County; Florida,54205.0,Census Tract 163.01; Orange County; Florida,5287,986,433,553,4301,2063,2238,Census Tract 163.01; Orange County; Florida,2946,Census Tract 163.01; Orange County; Florida,2540,993,1547,Census Tract 163.01; Orange County; Florida,2540,993,47,465,1547,472,587,Census Tract 163.01; Orange County; Florida,2540,1064,760,304,104,200,1476,1187,289
1400000US12095016302,Census Tract 163.02; Orange County; Florida,4067,Census Tract 163.02; Orange County; Florida,55234.0,Census Tract 163.02; Orange County; Florida,4067,781,376,405,3286,1600,1686,Census Tract 163.02; Orange County; Florida,1838,Census Tract 163.02; Orange County; Florida,1761,372,1389,Census Tract 163.02; Orange County; Florida,1761,372,18,140,1389,139,835,Census Tract 163.02; Orange County; Florida,1761,840,340,500,84,416,921,626,295
1400000US12095016402,Census Tract 164.02; Orange County; Florida,2796,Census Tract 164.02; Orange County; Florida,58464.0,Census Tract 164.02; Orange County; Florida,2763,252,70,182,2511,1268,1243,Census Tract 164.02; Orange County; Florida,1112,Census Tract 164.02; Orange County; Florida,1021,309,712,Census Tract 164.02; Orange County; Florida,1021,309,0,54,712,31,540,Census Tract 164.02; Orange County; Florida,1021,527,263,264,61,203,494,335,159
