GEOID,Population,median_income,poverty_rate,housing_units,population_density,grocery_stores,grocery_stores_per_1000,apartment_count,major_retailers,major_road_segments,population_score,income_score,apartment_score,competition_score,road_access_score,opportunity_score,location_rank,nearest_grocery_m,nearest_grocery_miles,nearest_retailer_m,nearest_retailer_miles,nearest_road_m,nearest_road_miles,grocery_stores_per_10000,grocery_access_score,retail_access_score,accessibility_score,final_location_score,demand_score,accessibility_score_final,underserved_score,site_selection_score,site_category,site_rank
12095014301,4063,67827.0,14.595126753630321,1875,2535.061568046211,0.0,0.0,6.0,0.0,13.0,0.3258426966292135,0.38257575757575757,0.7509363295880149,1.0,0.5604562737079427,0.6042964759959142,51,1222.997066937274,0.7599351455855764,1672.326893193688,1.0391357554343186,1150.724030476198,0.7150267627531455,0.0,0.5289696777307761,0.47783762191264517,0.5313379049580166,0.5824089046845449,0.17068319166558274,0.5329122347568749,0.49508171145520496,0.5243638947631286,Low,169
12095017806,5131,115891.0,4.365620736698499,1918,2670.12838907173,0.0,0.0,0.0,0.0,0.0,0.49812734082397003,0.8106060606060606,0.3052434456928839,1.0,0.3568256045211227,0.5569841675178754,152,2322.7546873135434,1.4432928493308723,2336.2529308141884,1.451680268987978,2441.6128851280055,1.5171479094140254,0.0,0.3527856047842846,0.3796357651666889,0.3597716367555008,0.49782040828916296,0.2508755011278565,0.3599736367423426,0.5200748859159874,0.5243524163912099,Low,170
12095014503,5395,28851.0,21.45719489981785,2234,7697.198341159257,1.0,0.18535681186283595,6.0,0.0,3.0,0.5355805243445693,0.01893939393939394,0.7509363295880149,0.9969758064516129,0.6083742463177538,0.5299944671433435,82,839.0000224892816,0.5213304442613149,1494.1026758170606,0.9283923609974378,958.1919887198401,0.595392898423109,1.8535681186283595,0.6277679875544749,0.5113523070791709,0.5967273549647256,0.5500143334897581,0.13401265493340395,0.5957576679028896,0.5246400707591384,0.5243133445653372,Low,171
12095012304,8471,70032.0,13.988903317199858,2373,6955.1361764104495,2.0,0.23609963404556722,0.0,0.0,0.0,0.9063670411985019,0.4090909090909091,0.3052434456928839,0.9939516129032258,0.23413309159267623,0.5220377936670071,177,1089.5679276920062,0.6770261222535431,3074.004124425427,1.9100976077367096,4031.101109078023,2.5048101021770504,2.360996340455672,0.5601123622667766,0.3031732634851427,0.3783328342408097,0.47892630583914786,0.2353865640231817,0.36203387070710463,0.5950112542761846,0.5242480090492798,Low,172
12095016906,3039,31042.0,43.3037183283975,2211,9485.043763529879,1.0,0.3290556103981573,0.0,0.0,7.0,0.19850187265917604,0.022727272727272728,0.3052434456928839,0.9969758064516129,0.7645380589914406,0.3647386789240722,192,628.7167963789484,0.3906665053456243,1171.8216744535407,0.7281362309447456,482.6171999836538,0.29988442494808676,3.2905561039815727,0.6962379254680211,0.5828630510951119,0.7008830040028071,0.46558197644769267,0.09316865440782682,0.704298010678978,0.4695053151134424,0.5241703373457544,Low,173
12095014806,4852,110385.0,5.399835119538335,1821,3711.9953038820418,0.0,0.0,0.0,0.0,0.0,0.45318352059925093,0.7727272727272727,0.3052434456928839,1.0,0.37761462609584834,0.5400663942798775,159,2113.964231246733,1.3135564747168618,2113.964231246733,1.3135564747168618,2257.0006457785457,1.4024351821478476,0.0,0.37823027740620124,0.4086147667142325,0.3840609147436664,0.4932647504190141,0.23840680668706582,0.3840301321781487,0.5135457701158391,0.52352332612204,Low,174
12095017015,7525,120260.0,5.781041388518024,3111,2187.2039637169196,27.0,3.5880398671096345,0.0,5.0,16.0,0.8389513108614233,0.8484848484848485,0.3052434456928839,0.8448173624288424,0.6487991317786433,0.517628532516173,139,2262.6370294099943,1.4059374685648278,2350.236713808301,1.4603693888990177,815.4944747153933,0.5067247740168623,35.880398671096344,0.35983065425243244,0.37792152961034337,0.479036220334499,0.5060508388616708,0.29466484229282996,0.4934846442108095,0.532550524717259,0.5232631269596726,Low,175
12095013505,5849,53190.0,19.866643870747136,2456,6067.350930154038,0.0,0.0,0.0,0.0,0.0,0.6142322097378277,0.13636363636363635,0.3052434456928839,1.0,0.4714344592103862,0.4848740211099761,158,968.8882978042782,0.6020392767514454,1850.6542575002782,1.149943242402046,1597.4671456094254,0.9926200648272995,0.0,0.5910553921342119,0.44775921530133694,0.5145477835981066,0.49377614985641527,0.1696546984216714,0.5085667369519153,0.536877413315652,0.5232629680906168,Low,176
12095016715,6719,81541.0,13.58081271005194,2256,4041.0600658124504,4.0,0.5953266855186784,0.0,0.0,0.0,0.7602996254681648,0.5416666666666666,0.3052434456928839,0.9879032258064516,0.2986917100792682,0.47591292134831464,203,1284.8121405322624,0.798345251563533,1722.675049373832,1.0704206492669261,3065.858864807336,1.9050363780567336,5.953266855186784,0.5155152104239366,0.4690192418922042,0.4194866165797228,0.45898502991773704,0.2250176934557667,0.40864544156248933,0.5507854088214904,0.5231856743188891,Low,177
12095012307,6889,48826.0,23.35468841001747,2352,5598.240963880257,1.0,0.14515894904920887,47.0,0.0,0.0,0.7940074906367042,0.09090909090909091,0.9176029962546817,0.9969758064516129,0.24403745057738258,0.5991232550221315,111,1162.0432177495502,0.7220601796443459,2857.045426030201,1.7752857226486076,3857.9286833833803,2.397205745560539,1.4515894904920887,0.5428244056481266,0.32303749551040695,0.3793522415922851,0.5331919509931775,0.23676443292016888,0.36441289383874786,0.5596024327857385,0.5226413371498748,Low,178
12095015002,6758,101250.0,15.433560224918615,2284,3411.3760966591076,0.0,0.0,0.0,0.0,0.0,0.7715355805243446,0.7045454545454546,0.3052434456928839,1.0,0.24834438655572413,0.6094271365338781,117,2066.4346155134494,1.284022940722089,2298.7254610169375,1.4283617803384097,3785.8978689674755,2.352447872529102,0.0,0.3844264797261358,0.38429679661662636,0.32996770583606927,0.5255893073245355,0.25467758901017157,0.32316360117754866,0.5581496938258123,0.5223187252221596,Low,179
12095012403,6568,46033.0,24.557926829268293,2277,2496.484722549082,2.0,0.3045066991473812,0.0,0.0,49.0,0.7228464419475655,0.07575757575757576,0.3052434456928839,0.9939516129032258,0.5077731549964056,0.5298093292475314,121,1130.799377698617,0.702646157501825,2065.3921349329094,1.2833751733208745,1398.7212244271043,0.8691250748299334,3.045066991473812,0.5501650390002789,0.4154136789887731,0.5062580133964285,0.5227439344922006,0.17032242805653047,0.5041384191962348,0.5504775361124497,0.5221898925440718,Low,180
12095017011,5088,74773.0,11.7242773398019,1827,1613.4273040502992,15.0,2.94811320754717,0.0,7.0,77.0,0.4868913857677903,0.4734848484848485,0.3052434456928839,0.8516959203036053,0.7069569172221525,0.43731486210418796,126,700.9833885658655,0.4355708838917382,586.4850656418971,0.3644249244672967,635.9652728247781,0.39517049979667374,29.4811320754717,0.6713016381522843,0.7664272729066602,0.7045888767311068,0.5174970664922636,0.1895959202512888,0.7063716406846001,0.4948750580328104,0.5221089781317982,Low,181
12095014809,2934,157361.0,1.0259917920656634,1413,1339.266536730572,5.0,1.7041581458759374,0.0,2.0,0.0,0.1760299625468165,0.9583333333333334,0.3052434456928839,0.9554672675521821,0.2209882648700168,0.3787687265917603,255,1285.370300796883,0.7986920762726197,1285.370300796883,0.7986920762726197,4278.616009943666,2.65860873122444,17.041581458759374,0.5153963408035875,0.5558510313906612,0.405724048547574,0.3868553231785044,0.2777271760236265,0.39100364475089544,0.46059650809188124,0.5219914304344725,Low,182
12095016754,5223,59735.0,7.4861190886463715,1566,7080.048014253773,1.0,0.19146084625694046,0.0,0.0,0.0,0.5093632958801498,0.2689393939393939,0.3052434456928839,0.9969758064516129,0.48793050177976593,0.43219484167517874,205,1063.2301231688718,0.6606605692560893,1751.063740034099,1.0880605638285532,1504.0857252183366,0.934595540306073,1.9146084625694046,0.5666271567878581,0.46416352172083974,0.5146557677712176,0.4569331195039904,0.16953578356320786,0.5107209350208131,0.5206149527748176,0.5211127376424114,Low,183
12095012402,5130,48281.0,27.880369329586514,2633,5134.6551314325025,1.0,0.1949317738791423,0.0,0.0,42.0,0.4943820224719101,0.08712121212121213,0.3052434456928839,0.9969758064516129,0.6183096706571052,0.5006149982975826,131,1024.733456250883,0.636739849436095,2863.1255668376743,1.7790637469911184,921.5860658591946,0.5726470324922419,1.949317738791423,0.5763838905230908,0.32245456418124196,0.5423683373083268,0.5131410000008059,0.15120145123755907,0.5444646263150276,0.5184385808414349,0.5203101057776565,Low,184
12095016723,5145,82358.0,11.50078369905956,1700,3904.7666957303495,2.0,0.38872691933916426,0.0,0.0,0.0,0.5056179775280899,0.553030303030303,0.3052434456928839,0.9939516129032258,0.3084964800392007,0.44344143684031323,215,1080.5996895615106,0.6714535174341287,1301.5119303278723,0.8087220198589439,2947.428392705924,1.831447094409849,3.8872691933916426,0.5623163788314491,0.5521821920166126,0.45876158195158245,0.44803748037369395,0.20166562731874615,0.44607058701197,0.5171767053468191,0.5197835227355421,Low,185
